,Date,Item,Issue,Nb_affected_models,Category,Published by,Recall type,Audience,Year,Month,Recall Category
1101,2018-08-21,  BMC USA Corp. recalls Timemachine 01 bicycles ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1102,2018-08-17,"  Jimmy Hack Golf, LLC recalls Orange Whip Trainer ",Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1103,2018-08-17,  Seabreeze International Corp. recalls certain Smart ThermafloTM Heaters ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1104,2018-08-17,  Empack Spraytech Inc. recalls Emzone Brake & Parts Cleaner ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1105,2018-08-14,  Koehler-Bright Star recalls WorkSafe 3-D cell flashlights ,Product Safety,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1106,2018-08-14,  Genius Premium Craft Boxes recalls Do-It-Yourself Slime Kits ,Chemical Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1107,2018-08-14,  Calikids Inc. recalls children's jackets with waist drawstrings ,Physical Hazard,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1108,2018-08-14,  Neo-Image Candlelight Ltd recalls Thermoglow Stem Wick Chafing fuel & Thermoglow Methanol Gel Chafing Fuel ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1109,2018-08-14,"  The Uttermost Company recalls Various Types of Mirrors, Art and Wall Décor sold with Adjustable J-Hook Hanging Hardware ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1110,2018-08-10,"  Recall Re-Announcement: Unitary Products Group of York International Corp. recalls Coleman, Coleman Evcon and Red T brand furnaces ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1111,2018-08-09,  Vita-Mix Corporation recalls Ascent™ and Venturist™ Series 8-ounce and 20-ounce Blending Containers ,Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1112,2018-08-07,  Dollarama recalls the Skip Ball toy ,Product Safety,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,August,Consumer product
1113,2018-07-26,  Trek Bicycle Corporation recalls Bontrager Line Pro Flat Bicycle Pedals ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1114,2018-07-20,  J2Labz recalls Sugar Shack Vaping Liquid ,Product Safety,1.0,Specialized Products,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1115,2018-07-20,"  Camco Manufacturing, Inc. recalls Camco RV Awning Water Proofer ",Chemical Hazard,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1116,2018-07-19,  Makita Canada Inc. recalls Makita and Dolmar Chainsaws ,Laceration Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1117,2018-07-19,  K9 Natural Ltd recalls K9 Natural Frozen Chicken Feast Raw Pet Food 11lb bags ,Microbial Hazard,4.0,Household Items,Consumer product - Other,consumer product recall,Healthcare Professionals,2018,July,Consumer product
1118,2018-07-19,  Radagast Pet Food Inc. recalls Rad Cat Raw Diet Free-Range Pet Food ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1119,2018-07-18,  London Drugs Limited recalls Apex Premium LED Lighting Set ,Burn Hazard,1.0,Electronics,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1120,2018-07-12,  Saje Natural Wellness Inc. recalls Saje Natural Wellness Splish Splash Gentle Baby Wash ,Microbial Hazard,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1121,2018-07-11,  OCOOW LLC recalls Odie's Solvent-Free Super Penetrating Oil and Odie's Safer Solvent ,Product Safety,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1122,2018-07-11,  Yakima Products Inc. recalls Yakima HoldUp EVO Bicycle Carriers ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1123,2018-07-10,  Ortovox Canada recalls Ortovox 3+ Avalanche Transceivers ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1124,2018-07-06,  Expanded Recall: Peg Perego Canada Inc. recalls Various Book Strollers ,Product Safety,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1125,2018-07-06,  Buy Buy Baby recalls Ellen Degeneres Coveralls with Cap ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,July,Consumer product
1126,2018-06-27,  ITW Canada recalls Red Head Trubolt+ wedge anchors ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1127,2018-06-27,"  Canadian Tire Corporation, Limited recalls MASTER Chef BBQ Igniter lighters ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1128,2018-06-26,  Huish Outdoors recalls Oceanic and Hollis Scuba Diving Regulators ,Physical Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1129,2018-06-26,  Home Hardware Stores Ltd. recalls Home Flexible Multi-Purpose Lighter ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1130,2018-06-22,  Health Canada reminds Canadians of the limitations of fentanyl test strips being used to check street drugs before consumption ,Important Safety Information,1.0,Other,Health Canada,information update,General Public,2018,June,Consumer product
1131,2018-06-22,  Drug Use During Festival Season ,Important Safety Information,1.0,Cannabis/Vaping/Tobacco products,Health Canada,information update,General Public,2018,June,Consumer product
1132,2018-06-20,  Bumbleride Inc recalls Bumbleride Speed 3-wheel jogging stroller ,Laceration Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1133,2018-06-19,  Mine Safety Appliances Company LLC recalls MSA Nuevo Wrap Safety Glasses ,Product Safety,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1134,2018-06-13,  Carmen Jewellery Inc. recalls Kenneth Cole-branded men's watches ,Physical Hazard,1.0,Clothing And Accessories,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1135,2018-06-12,"  FLIR Lorex, Inc. recalls certain Lorex Video Monitors ",Product Safety,1.0,Electronics,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1136,2018-06-12,"  Ashley Furniture Industries , Inc. recalls Signature Design by Ashley Amnon Floor Lamp ",Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1137,2018-06-12,  A&I Products recalls Tractor Canopies ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1138,2018-06-11,  Peekaboo Beans Inc. recalls Peekaboo Beans Dark Heather Charcoal Infant Garments ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1139,2018-06-08,"  Amerisun, Inc. recalls PowerSmart Gas Powered 2 Stage Snow Blowers ",Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1140,2018-06-04,  Reward Connections Inc. Recalls Ottawa Senators Onesies with Metal Snaps ,Choking Hazard,1.0,Children's Products,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1141,2018-06-01,"  Expanded Recall: Medline Canada, Corp. recalls Various Medline Cosmetic Products ",Microbial Hazard,1.0,Beauty And Personal Care,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1142,2018-06-01,"  Specialized Bicycle Components Canada, Inc. recalls Bicycles with Stout Crankarms ",Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1143,2018-06-01,  Château Manis Électroniques Inc. recalls Chateau brand gas lighters ,Burn Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,June,Consumer product
1144,2018-05-29,  Under Armour Inc. recalls Yard Low DT and Highlight Yard DT Cleats ,Product Safety,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1145,2018-05-29,  Expanded Recall: Stroller Boutique recalls Anex Sport stroller ,Fall Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1146,2018-05-28,  Rona recalls the patio dining set - Marroco ,Fall Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1147,2018-05-28,  Expanded Recall: Various Uncertified USB Chargers Recalled due to Fire and Shock Risk ,Fire Hazard,1.0,Tools And Electrical Products,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1148,2018-05-28,  Health Canada warns of safety hazards with several uncertified USB chargers ,Other,1.0,Electronics,Health Canada,information update,General Public,2018,May,Consumer product
1149,2018-05-25,  Link Product Solutions Limited recalls Summer Time TM Puffer Balls ,Strangulation Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1150,2018-05-25,  Brands Unlimited Trading Inc. recalls Laura Secord Mason Glass Mugs ,Burn Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1151,2018-05-25,  Safe use of personal insect repellents ,Chemical Hazard,1.0,Outdoor Living,Health Canada,information update,General Public,2018,May,Consumer product
1152,2018-05-24,  IKEA Canada recalls SLADDA Bicycle ,Fall Hazard,1.0,Sports And Fitness,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1153,2018-05-24,  Deere & Company recalls John Deere Front Loader ,Product Safety,1.0,Outdoor Living,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1154,2018-05-23,  Ten Thousand Villages Canada recalls Choo-Choo Train & Blocks Set ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1155,2018-05-22,"  Porsche Cars Canada, Ltd. recalls My First Porsche - Wooden Car (in blue/black) ",Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1156,2018-05-17,  Alumilite recalls Amazing Clear Cast ,Labelling And Packaging,1.0,Chemicals,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1157,2018-05-17,"  The Michaels Companies, Inc. recalls Creatology Pottery Wheel Kit and Creatology Spin Art Kit ",Burn Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1158,2018-05-17,  Dollarama L.P. recalls Oball Rollin' Rainstick and Oball 2-IN-1 Roller ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1159,2018-05-17,  Consumer Product Update: Have you inspected your wire barbecue brush lately? ,Product Safety,1.0,Household Items,Health Canada,information update,General Public,2018,May,Consumer product
1160,2018-05-15,  NY Thermal Inc. (NTI) recalls Trinity Tft Gas-Fired Hot Water Boilers ,Product Safety,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1161,2018-05-15,  Michaels Recalls 3-Tier Haunted Townhouse Candle Holder ,Fire Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1162,2018-05-15,  Fireplace Products International Ltd. (FPI) recalls Regency Ultimate U37 and U39 Direct Vent Gas Stove Fireplaces ,Laceration Hazard,1.0,Household Items,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1163,2018-05-11,  One's Better Living recalls Q Sweety Owl Plush Toys ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1164,2018-05-10,  Munchkin recalls WaterpedeTM Bath Toys ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
1165,2018-05-10,  P.K. Douglass Inc. recalls Lobster Water Toys ,Choking Hazard,1.0,Toys And Games,Health Canada,consumer product recall,General Public,2018,May,Consumer product
