,Date,Item,Nb_affected_models,Category,Published by,Audience,Recall class,Recall type,Year,Month,Recall Category,Sub Issue,Food_Issue
915,2019-02-21,  Flowers Pastry brand Rose Stuffing Flowers Pastry recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,February,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
916,2019-02-15,  Vienna Flat Bottom Rolls and Cara brand White Dinner Roll recalled due to pieces of metal ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,February,Food,Extraneous Material,Extraneous Material
917,2019-02-12,"  Kirkland Signature brand Pepperoni Pizza recalled due to undeclared egg, soy, mustard and wheat ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,February,Food,"Allergen - Egg, Allergen - Mustard, Allergen - Soy, Allergen - Wheat",Allergen
918,2019-02-08,  Uncle T Food brand Chocolate Coins recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,February,Food,Allergen - Milk,Allergen
919,2019-02-06,  Candyland brand Gummi Bears recalled due to undeclared peanuts and tree nuts ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,February,Food,"Allergen - Peanut, Allergen - Tree Nut",Allergen
920,2019-01-25,  Certain Ottogi brand noodle products recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,January,Food,Allergen - Egg,Allergen
921,2019-01-25,"  CEC Entertainment, Inc. brand No Yeast Proprietary Pizza Dough Premix recalled due to Salmonella ",1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2019,January,Food,Microbiological - Salmonella,Microbiological Contamination
922,2019-01-25,  CTCF brand Haw Flakes recalled due to pieces of glass ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,January,Food,Extraneous Material,Extraneous Material
923,2019-01-23,  Krinos brand Kalamata Dried String Figs recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,January,Food,Extraneous Material,Extraneous Material
924,2019-01-23,  Certain Ottogi brand noodle products recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,food recall warning,2019,January,Food,Allergen - Egg,Allergen
925,2019-01-18,  Paradis Végétarien brand Veg-O-Mix Mushroom Chicken Flavour recalled due to undeclared egg and milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,January,Food,"Allergen - Egg, Allergen - Milk",Allergen
926,2019-01-17,  Rice Select brand Organic White Rice recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,January,Food,Extraneous Material,Extraneous Material
927,2019-01-15,  Lactantia brand Lactose Free 2% Milk recalled due to presence of brown sediment ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,January,Food,Extraneous Material,Extraneous Material
928,2019-01-11,  PB Artisan brand Baguette Bread recalled due to metal particles ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,January,Food,Extraneous Material,Extraneous Material
929,2019-01-10,"  Various brands of protein products recalled due to undeclared soy, wheat and gluten ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2019,January,Food,"Allergen - Gluten, Allergen - Soy, Allergen - Wheat",Allergen
930,2019-01-10,  Dibella brand Pistachio Cranberry Biscotti recalled due to undeclared wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2019,January,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
931,2019-01-04,  Culinary Treasures brand Chipotle Aioli recalled due to spoilage ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2019,January,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
932,2019-01-04,  Various brands of bread products recalled due to pieces of glass ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2019,January,Food,Extraneous Material,Extraneous Material
933,2018-12-27,  Portofino European Bakery brand Gluten Free Almond Stollen recalled due to undeclared wheat ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2018,December,Food,"Allergen - Gluten, Allergen - Wheat",Allergen
934,2018-12-21,  Northeast brand Beancurd Sheet and Dried Beancurd Strips recalled due to yeast ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,December,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
935,2018-12-21,"  Tlosega brand ""Chocolat Noir Extra Fin 72%"" recalled due to undeclared milk ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,December,Food,Allergen - Milk,Allergen
936,2018-12-21,  Certain cauliflower florettes and stir fry/veg medley produced by Leonard Fruit & Vegetable Wholesale Inc. recalled due to E. coli O157:H7 ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2018,December,Food,Microbiological - E. coli O157:H7,Microbiological Contamination
937,2018-12-20,  Bick's brand Sweet Green Relish recalled due to pieces of glass ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2018,December,Food,Extraneous Material,Extraneous Material
938,2018-12-15,  Adams Brothers brand Cauliflower recalled due to E. coli O157:H7 ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 1,notification,2018,December,Food,Microbiological - E. coli O157:H7,Microbiological Contamination
939,2018-12-13,  Provisions Food Company brand Asiago Cheese & Sundried Tomato Shortbreads recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,December,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
940,2018-11-01,  Canada Herb brand red mint (Tía Tô) recalled due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2018,November,Food,Microbiological - Other,Microbiological Contamination
941,2018-10-26,  President's Choice brand Too Good To Be Wings Butter Chicken recalled due to undeclared egg ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,October,Food,Allergen - Egg,Allergen
942,2018-10-22,  Kirkland brand and Maple Leaf brand Boneless Skinless Chicken Breasts recalled due to off-odour ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,October,Food,Other,Other
943,2018-10-20,"  Qingchun brand and Wulama brand products recalled due to undeclared sesame, wheat and gluten ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,October,Food,"Allergen - Gluten, Allergen - Sesame Seeds, Allergen - Wheat",Allergen
944,2018-10-12,  Various McCain brand frozen products recalled due to Salmonella and Listeria ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2018,October,Food,"Microbiological - Listeria, Microbiological - Salmonella",Microbiological Contamination
945,2018-10-11,  Euro-Balkan Specialty Foods brand Balkan Style Kajmak Cream Cheese Product recalled due to a toxin produced by Staphylococcus bacteria ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2018,October,Food,Microbiological - Staphylococcus aureus,Microbiological Contamination
946,2018-10-11,  Western Family brand Complete Pancake Mix recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,October,Food,Extraneous Material,Extraneous Material
947,2018-10-09,"  ""Koushuiwa"" brand Rice Cracker (Barbecue Flavor) and Squid Snack (Hot & Spicy) recalled due to undeclared sesame and squid ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2018,October,Food,"Allergen - Crustacean/Shellfish, Allergen - Sesame Seeds",Allergen
948,2018-10-05,  Randsland brand Broccoli Florets and Broccoli Salad Kit recalled due to Listeria ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 1,notification,2018,October,Food,Microbiological - Listeria,Microbiological Contamination
949,2018-10-05,  Frank brand Jerky and Beef Snack Sticks recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,October,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
950,2018-10-04,  Carstairs Ideal Weight Loss and Nutritional Ketosis brand protein bars recalled due to undeclared soy ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2018,October,Food,Allergen - Soy,Allergen
951,2018-10-04,  Various brands of oysters recalled by Oyster Kings due to generic E. coli ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2018,October,Food,Microbiological - Other,Microbiological Contamination
952,2018-09-27,  Health Canada reminds Canadians not to mix caffeinated drinks with alcohol ,1.0,Not Categorized,Health Canada,General Public,Class 1,information update,2018,September,Food,Chemical,Other
953,2018-09-27,  French's brand Ketchup recalled due to spoilage ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,September,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
954,2018-09-21,  Mr. Christie's brand Chocolate Wafers recalled due to rancidity ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,September,Food,"Microbiological - Non harmful (Quality/Spoilage), Other",Microbiological Contamination
955,2018-09-19,  China Lily brand soya sauce recalled due to spoilage ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,September,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
956,2018-09-12,  Lonely God brand Potato Rice Chips Barbecue Flavor recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,September,Food,Allergen - Milk,Allergen
957,2018-09-10,  Califia brand Cold Brew Coffee Mocha with Almond Beverage - Dairy Free recalled due to presence of sanitizer ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,notification,2018,September,Food,Chemical,Other
958,2018-09-07,  Pinty's brand chicken breast products recalled due to Listeria ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2018,September,Food,Microbiological - Listeria,Microbiological Contamination
959,2018-09-04,  Sunny Fruit brand Dried and Organic Figs recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,September,Food,Extraneous Material,Extraneous Material
960,2018-08-31,"  Sugar and Spun brand Cotton Candy recalled due to undeclared eggs, milk, peanut and wheat ",1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,August,Food,"Allergen - Egg, Allergen - Milk, Allergen - Peanut, Allergen - Wheat",Allergen
961,2018-08-29,  Rodney's Oyster Depot LP brand SM Choice Oysters recalled due to Salmonella ,1.0,Not Categorized,Canadian Food Inspection Agency,Hotel/Restaurant/Institutional,Class 2,notification,2018,August,Food,Microbiological - Salmonella,Microbiological Contamination
962,2018-08-28,  Lemin Food brand Pure Green Bean Cake recalled due to mould ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,August,Food,Microbiological - Non harmful (Quality/Spoilage),Microbiological Contamination
963,2018-08-25,  North Country Premium brand Bavarian Smokies recalled due to undeclared mustard and milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,August,Food,"Allergen - Milk, Allergen - Mustard",Allergen
964,2018-08-21,  Vegemil brand Blackbean Fortified Soy Beverage recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2018,August,Food,Allergen - Milk,Allergen
965,2018-08-20,  United With Earth brand Medjool Dates recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,August,Food,Extraneous Material,Extraneous Material
966,2018-08-17,  Jasmine Foods brand Deglet Noor Dates recalled due to presence of insects ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,notification,2018,August,Food,Extraneous Material,Extraneous Material
967,2018-08-16,  M.Y. San Skyflakes brand Sweet Mantikilya Flavour Cracker Sandwich recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 3,food recall warning,2018,August,Food,Allergen - Milk,Allergen
968,2018-08-14,  Oguraya Bakery brand Red Bean Doughnuts recalled due to undeclared milk ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,August,Food,Allergen - Milk,Allergen
969,2018-08-10,  Various brands of protein products recalled due to undeclared soy ,1.0,Not Categorized,Canadian Food Inspection Agency,Retail/Warehouse/Manufacturers,Class 2,food recall warning,2018,August,Food,Allergen - Soy,Allergen
