,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall class,Recall type,Identification number,Starting date:,Type of communication:,Alert sub-type:,Subcategory:,Hazard classification:,Source of recall:,Recalling firm:,Distribution:,Extent of the product distribution:,CFIA reference number:,Issue:,Audience:,Identification number:,Posting date:
0,2019-05-21,"
  Laskol brand Chrzan recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"May 21, 2019",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 1,Canadian Food Inspection Agency,Polish Trade Centre Ltd.,"Alberta, Manitoba, Ontario",Retail,13008,,,,
0,2019-05-10,"
  ChoripDong brand Frozen Par Fried Fish Cake recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"May 10, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 2,Canadian Food Inspection Agency,Lemond Food Corp.,"Nova Scotia, Ontario, Prince Edward Island, Quebec",Retail,12993,,,,
0,2019-05-10,"
  Kind Organics brand Crunchy Bean Mix recalled due to generic E. coli 
",,,,,,,,,,,notification,,"May 10, 2019",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Kind Organics Inc.,Ontario,Retail,12990,,,,
0,2019-05-09,"
  ChoripDong brand Frozen Par Fried Fish Cake recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"May 9, 2019",Recall,Food Recall Warning (Allergen),Allergen - Egg,Class 2,Canadian Food Inspection Agency,Seoul Trading Corp.,"Alberta, British Columbia","Retail, Hotel/Restaurant/Institutional",12987,,,,
0,2019-05-07,"
  Feeding Change brand Young Thai Coconut Meat recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"May 7, 2019",Recall,Updated Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,FeedingChange Canada,"Alberta, British Columbia, Manitoba, Ontario, Possibly National, Saskatchewan, Yukon",Retail,12975,,,,
0,2019-05-07,"
  1st Choice brand Cut Kimchi recalled due to mould 
",,,,,,,,,,,notification,,"May 7, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Han-Ka Export Import Ltd.,"Alberta, British Columbia",Retail,12983,,,,
0,2019-05-06,"
  Vogel's Fine Meats & Sausages brand Krainer Sausages and Fine Bratwurst recalled due to undeclared mustard 
",,,,,,,,,,,food recall warning,,"May 6, 2019",Recall,Food Recall Warning (Allergen),Allergen - Mustard,Class 3,Canadian Food Inspection Agency,Vogel's Fine Meats & Sausages,Ontario,Retail,12979,,,,
0,2019-05-02,"
  Patak's brand Tikka Masala and Butter Chicken 3 Step recalled due to undeclared cashew and mustard 
",,,,,,,,,,,food recall warning,,"May 2, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Mustard, Allergen - Tree Nut",Class 3,Canadian Food Inspection Agency,I-D Foods Corporation,"Prince Edward Island, New Brunswick, Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Retail,12970,,,,
0,2019-05-01,"
  Yamnuska Backcountry Kitchen brand Vegetarian Chili and Vegetarian Shepherd's Pie recalled due to undeclared soy 
",,,,,,,,,,,food recall warning,,"May 1, 2019",Recall,Food Recall Warning (Allergen),Allergen - Soy,Class 3,Canadian Food Inspection Agency,Yamnuska Backcountry Kitchen,Alberta,Retail,12971,,,,
0,2019-04-29,"
  Le Pic brand ""Saint-Félicien"" cheese recalled due to E. coli O26 
",,,,,,,,,,,food recall warning,,"April 29, 2019",Recall,Food Recall Warning,Microbiological - E. coli O26,Class 1,Canadian Food Inspection Agency,La Fromagerie Hamel,Quebec,Consumer,12969,,,,
0,2019-04-27,"
  Kind Organics brand Alfalfa recalled due to generic E. coli 
",,,,,,,,,,,notification,,"April 27, 2019",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Kind Organics Inc.,Ontario,Retail,12965,,,,
0,2019-04-17,"
  Livefit brand Pulled Pork and Brussel Sprouts Au Gratin recalled due to pieces of metal 
",,,,,,,,,,,notification,,"April 17, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Livefit North America Inc.,Ontario,Retail,12957,,,,
0,2019-04-16,"
  Kind Organics brand Alfalfa and Broccoli Brassica recalled due to generic E. coli 
",,,,,,,,,,,notification,,"April 16, 2019",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,Kind Organics Inc.,Ontario,Retail,12949,,,,
0,2019-04-15,"
  Cuorenero brand Ccandyz Flamingo Lovers Confections recalled due to undeclared almond and hazelnut 
",,,,,,,,,,,food recall warning,,"April 15, 2019",Recall,Food Recall Warning (Allergen),Allergen - Tree Nut,Class 2,Canadian Food Inspection Agency,TJX Canada,"Alberta, British Columbia, Prince Edward Island, Manitoba, New Brunswick, Nova Scotia, Ontario, Saskatchewan, Newfoundland and Labrador",Retail,12947,,,,
0,2019-04-14,"
  Feeding Change brand Young Thai Coconut Meat recalled due to Salmonella 
",,,,,,,,,,,food recall warning,,"April 14, 2019",Recall,Food Recall Warning,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,FeedingChange Canada,"British Columbia, Ontario, Possibly National",Retail,12948,,,,
0,2019-04-12,"
  Kokkinos Oreinos brand Kriti Graviera recalled due to generic E. coli 
",,,,,,,,,,,notification,,"April 12, 2019",Recall,Notification,Microbiological - Other,Class 2,Canadian Food Inspection Agency,MFG Distribution Inc.,"Ontario, Quebec",Retail,12923,,,,
0,2019-04-11,"
  Marc Angelo brand chicken and pork products recalled due to undeclared soy and wheat 
",,,,,,,,,,,food recall warning,,"April 11, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Soy, Allergen - Wheat",Class 3,Canadian Food Inspection Agency,Concord Premium Meats Ltd.,National,Retail,12940,,,,
0,2019-04-11,"
  Prana Organic brand Dried Figs recalled due to presence of insects 
",,,,,,,,,,,notification,,"April 11, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Prana Biovégétaliens Inc.,"Nova Scotia, Ontario, Quebec, Newfoundland and Labrador",Retail,12928,,,,
0,2019-04-11,"
  Compliments Balance brand Lean Turkey Meatballs recalled due to presence of bone fragments 
",,,,,,,,,,,notification,,"April 11, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Macgregors Meat & Seafood Ltd.,National,Retail,12941,,,,
0,2019-04-05,"
  H-Bakery brand Soboru recalled due to undeclared allergens 
",,,,,,,,,,,notification,,"April 5, 2019",Recall,Notification,"Allergen - Egg, Allergen - Gluten, Allergen - Milk, Allergen - Peanut, Allergen - Tree Nut, Allergen - Wheat",Class 3,Canadian Food Inspection Agency,Hana Foods,British Columbia,Retail,12936,,,,
0,2019-04-03,"
  Be Sweet Company brand Queen of Hearts Joyful Jellies recalled due to undeclared gluten 
",,,,,,,,,,,food recall warning,,"April 3, 2019",Recall,Food Recall Warning (Allergen),Allergen - Gluten,Class 3,Canadian Food Inspection Agency,TJX Canada,National,Retail,12914,,,,
0,2019-04-03,"
  Organic Irish Cream Tulsi recalled due to Salmonella 
",,,,,,,,,,,notification,,"April 3, 2019",Recall,Notification,Microbiological - Salmonella,Class 3,Canadian Food Inspection Agency,Art Prints,Saskatchewan,Retail,12927,,,,
0,2019-04-02,"
  Woash Wellness brand Me Time Loose-Leaf Tea recalled due to Salmonella 
",,,,,,,,,,,notification,,"April 2, 2019",Recall,Notification,Microbiological - Salmonella,Class 3,Canadian Food Inspection Agency,Woash Wellness,British Columbia,Retail,12920,,,,
0,2019-03-27,"
  Westholme Tea Company brand Teas recalled due to Salmonella 
",,,,,,,,,,,notification,,"March 27, 2019",Recall,Notification,Microbiological - Salmonella,Class 3,Canadian Food Inspection Agency,Westholme Tea Company,British Columbia,Retail,12907,,,,
0,2019-03-26,"
  Naked Teas Galore brand Teas recalled due to Salmonella 
",,,,,,,,,,,notification,,"March 26, 2019",Recall,Notification,Microbiological - Salmonella,Class 3,Canadian Food Inspection Agency,Naked Teas Galore Inc.,"British Columbia, New Brunswick, Saskatchewan",Retail,12902,,,,
0,2019-03-22,"
  Mixed Pumpkin Yam Tea recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"March 22, 2019",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 3,Canadian Food Inspection Agency,Redfrog Enterprises Ltd.,"Alberta, British Columbia",Retail,12894,,,,
0,2019-03-21,"
  Compliments Balance brand Extra Lean Turkey Meatballs recalled due to presence of bone fragments 
",,,,,,,,,,,notification,,"March 21, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Macgregors Meat & Seafood Ltd.,National,Retail,12892,,,,
0,2019-03-21,"
  Amira brand Soup Mix Minestrone recalled due to presence of insects 
",,,,,,,,,,,notification,,"March 21, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Amira Enterprises Inc.,Quebec,Retail,12885,,,,
0,2019-03-20,"
  Cedar Phoenicia brand Layer Izmir Figs recalled due to off odour 
",,,,,,,,,,,notification,,"March 20, 2019",Recall,Notification,Other,Class 3,Canadian Food Inspection Agency,Phoenicia Products,"Alberta, British Columbia, Prince Edward Island, Manitoba, Nova Scotia, Ontario, Quebec, Saskatchewan",Retail,12873,,,,
0,2019-03-19,"
  Certain chicken breast strip products recalled by Olymel S.E.C. / L.P. due to undercooking 
",,,,,,,,,,,notification,,"March 19, 2019",Recall,Notification,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Olymel S.E.C. / L.P.,"Alberta, British Columbia, Ontario, Quebec",Hotel/Restaurant/Institutional,12883,,,,
0,2019-03-18,"
  Coastal Waters brand Stuffed Sole with Garlic and Cream Cheese recalled due to undeclared shrimp, egg, soy, wheat 
",,,,,,,,,,,food recall warning,,"March 18, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Crustacean/Shellfish, Allergen - Egg, Allergen - Soy, Allergen - Wheat",Class 3,Canadian Food Inspection Agency,Seven Seas Fish Co. Ltd.,"Alberta, British Columbia, Manitoba, Saskatchewan",Retail,12888,,,,
0,2019-03-15,"
  Renée's Gourmet brand Tangerine & Lime Vinaigrette recalled due to undeclared mustard 
",,,,,,,,,,,notification,,"March 15, 2019",Recall,Notification,Allergen - Mustard,Class 2,Canadian Food Inspection Agency,Renée's Gourmet Foods Inc.,National,Retail,12877,,,,
0,2019-03-14,"
  Western Family brand Dinosaur Shaped Chicken Nuggets recalled due to pieces of plastic 
",,,,,,,,,,,notification,,"March 14, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Save On Foods Limited Partnership,"Alberta, British Columbia, Manitoba, Saskatchewan, Yukon",Retail,12874,,,,
0,2019-03-05,"
  Flying Swallow brand Fennel recalled due to mould 
",,,,,,,,,,,notification,,"March 5, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Clover Trading Company Ltd.,"Alberta, British Columbia",Retail,12836,,,,
0,2019-02-28,"
  Tartine Tarts Loving Pastries brand 4.25"" Shepherd's Pie recalled due to pieces of metal 
",,,,,,,,,,,notification,,"February 28, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Tartine Tarts Inc.,British Columbia,"Hotel/Restaurant/Institutional, Retail",12816,,,,
0,2019-02-26,"
  Debittered Brewers Yeast sold recalled due to undeclared peanut 
",,,,,,,,,,,food recall warning,,"February 26, 2019",Recall,Food Recall Warning (Allergen),Allergen - Peanut,Class 1,Canadian Food Inspection Agency,Dolphin Village,"New Brunswick, Nova Scotia",Hotel/Restaurant/Institutional,12827,,,,
0,2019-02-22,"
  Various brands of debittered brewer's yeast recalled due to undeclared peanut 
",,,,,,,,,,,food recall warning,,"February 22, 2019",Recall,Food Recall Warning (Allergen),Allergen - Peanut,Class 1,Canadian Food Inspection Agency,Westpoint Distributors Ltd.,"Alberta, British Columbia",Hotel/Restaurant/Institutional,12825,,,,
0,2019-02-21,"
  Flowers Pastry brand Rose Stuffing Flowers Pastry recalled due to mould 
",,,,,,,,,,,notification,,"February 21, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,Hua Men Trading Co. Ltd.,Ontario,Retail,12783,,,,
0,2019-02-15,"
  Vienna Flat Bottom Rolls and Cara brand White Dinner Roll recalled due to pieces of metal 
",,,,,,,,,,,notification,,"February 15, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,,Ontario,Warehouse,12761,,,,
0,2019-02-12,"
  Kirkland Signature brand Pepperoni Pizza recalled due to undeclared egg, soy, mustard and wheat 
",,,,,,,,,,,food recall warning,,"February 12, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Egg, Allergen - Mustard, Allergen - Soy, Allergen - Wheat",Class 3,Canadian Food Inspection Agency,Costco Wholesale Canada Ltd.,Ontario,Retail,12773,,,,
0,2019-02-08,"
  Uncle T Food brand Chocolate Coins recalled due to undeclared milk 
",,,,,,,,,,,food recall warning,,"February 8, 2019",Recall,Food Recall Warning (Allergen),Allergen - Milk,Class 2,Canadian Food Inspection Agency,Uncle T Food,"Alberta, British Columbia, Ontario",Retail,12765,,,,
0,2019-02-06,"
  Candyland brand Gummi Bears recalled due to undeclared peanuts and tree nuts 
",,,,,,,,,,,food recall warning,,"February 6, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Peanut, Allergen - Tree Nut",Class 3,Canadian Food Inspection Agency,Candyland,"New Brunswick, Nova Scotia",Retail,12726,,,,
0,2019-01-25,"
  Certain Ottogi brand noodle products recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"January 25, 2019",Recall,Correction - Updated Food Recall Warning,Allergen - Egg,Class 1,Canadian Food Inspection Agency,--,"Alberta, British Columbia, Ontario, Possibly National, Quebec, Saskatchewan",Retail,,,,,
0,2019-01-25,"
  CEC Entertainment, Inc. brand No Yeast Proprietary Pizza Dough Premix recalled due to Salmonella 
",,,,,,,,,,,notification,,"January 25, 2019",Recall,Notification,Microbiological - Salmonella,Class 2,Canadian Food Inspection Agency,Sysco Milton,Ontario,Hotel/Restaurant/Institutional,12750,,,,
0,2019-01-25,"
  CTCF brand Haw Flakes recalled due to pieces of glass 
",,,,,,,,,,,notification,,"January 25, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Hung Gay Enterprises Ltd.,"Alberta, British Columbia, Manitoba",Retail,12737,,,,
0,2019-01-23,"
  Krinos brand Kalamata Dried String Figs recalled due to presence of insects 
",,,,,,,,,,,notification,,"January 23, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Krinos Canada,National,Retail,12746,,,,
0,2019-01-23,"
  Certain Ottogi brand noodle products recalled due to undeclared egg 
",,,,,,,,,,,food recall warning,,"January 23, 2019",Recall,Updated Food Recall Warning (Allergen),Allergen - Egg,Class 1,Canadian Food Inspection Agency,"A-Mart Trading Corp., T-Brothers Food And Trading Ltd., Seoul Trading Ltd., Mobiltech International Inc.","Alberta, British Columbia, Ontario, Possibly National, Quebec, Saskatchewan",Retail,12768,,,,
0,2019-01-18,"
  Paradis Végétarien brand Veg-O-Mix Mushroom Chicken Flavour recalled due to undeclared egg and milk 
",,,,,,,,,,,food recall warning,,"January 18, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Egg, Allergen - Milk",Class 2,Canadian Food Inspection Agency,Paradis Végétarien Inc.,"Alberta, Ontario, Quebec","Retail, Hotel/Restaurant/Institutional",12675,,,,
0,2019-01-17,"
  Rice Select brand Organic White Rice recalled due to presence of insects 
",,,,,,,,,,,notification,,"January 17, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Tree of Life (Telegraph Trail),"Ontario, Quebec",Retail,12732,,,,
0,2019-01-15,"
  Lactantia brand Lactose Free 2% Milk recalled due to presence of brown sediment 
",,,,,,,,,,,notification,,"January 15, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Parmalat Canada Inc.,"Alberta, British Columbia, Manitoba, Ontario, Quebec, Saskatchewan",Retail,12705,,,,
0,2019-01-11,"
  PB Artisan brand Baguette Bread recalled due to metal particles 
",,,,,,,,,,,notification,,"January 11, 2019",Recall,Notification,Extraneous Material,Class 3,Canadian Food Inspection Agency,Bridor Inc.,"Alberta, British Columbia, Ontario, Quebec",Retail,12720,,,,
0,2019-01-10,"
  Various brands of protein products recalled due to undeclared soy, wheat and gluten 
",,,,,,,,,,,food recall warning,,"January 10, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Soy, Allergen - Wheat",Class 2,Canadian Food Inspection Agency,9355936 Canada Inc.,National,Retail,12707,,,,
0,2019-01-10,"
  Dibella brand Pistachio Cranberry Biscotti recalled due to undeclared wheat 
",,,,,,,,,,,food recall warning,,"January 10, 2019",Recall,Food Recall Warning (Allergen),"Allergen - Gluten, Allergen - Wheat",Class 3,Canadian Food Inspection Agency,TJX Canada,"Alberta, British Columbia, Prince Edward Island, Manitoba, New Brunswick, Nova Scotia, Ontario, Saskatchewan, Newfoundland and Labrador",Retail,12721,,,,
0,2019-01-04,"
  Culinary Treasures brand Chipotle Aioli recalled due to spoilage 
",,,,,,,,,,,notification,,"January 4, 2019",Recall,Notification,Microbiological - Non harmful (Quality/Spoilage),Class 3,Canadian Food Inspection Agency,E.D. Smith Foods Ltd.,"Alberta, British Columbia, Manitoba, New Brunswick, Ontario, Quebec, Saskatchewan",Retail,12710,,,,
0,2019-01-04,"
  Various brands of bread products recalled due to pieces of glass 
",,,,,,,,,,,notification,,"January 4, 2019",Recall,Notification,Extraneous Material,Class 2,Canadian Food Inspection Agency,Bimbo Canada,Newfoundland and Labrador,Retail,12702,,,,
